예금 비중,채권 비중,주식 비중,금 비중,원자재 비중,부동산 비중,나스닥 비중,예금추천1,예금추천1 은행,예금추천1 금리,예금추천2,예금추천2 은행,예금추천2 금리,예금추천3,예금추천3 은행,예금추천3 금리,예금추천4,예금추천4 은행,예금추천4 금리
0.15511477,0.18381329,0.08386336,0.22952831,0.08252258,0.11588029,0.14927739,비대면 회전정기예금,HB저축은행,기본 3.55% (12개월),SB톡톡 회전yes정기예금,키움예스저축은행,기본 3.52% (12개월),뱅뱅뱅 회전정기예금,상상인저축은행,기본 3.51% (12개월),e-정기예금(단리식),엠에스저축은행,기본 3.50% (12개월)
